client_id,visitor_id,visit_id,start_time,confirm_time,total_time_spent,Variation_x,clnt_tenure_yr,clnt_age,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation_y,gender_dichotomic
2191681,530255888_83449447053,562953364_85751052915_997364,2017-04-07 09:18:13,2017-04-07 09:17:04,-69.0,Test,3.0,25.5,2.0,28014.609999999997,2.0,5.0,Test,0
2192714,234427356_44949748007,761983473_26412773068_311986,2017-03-28 23:10:51,2017-03-28 23:05:36,-315.0,Control,15.0,63.5,2.0,49222.28999999999,2.0,5.0,Control,0
2196962,41883478_89356529981,539704853_66729528183_500904,2017-04-17 13:47:25,2017-04-17 14:45:46,3501.0,Test,8.0,52.5,2.0,134062.06,0.0,3.0,Test,1
2197266,52483716_83275547713,427223997_31678333631_486342,2017-04-04 21:34:10,2017-04-04 21:50:10,960.0,Test,13.0,56.5,2.0,60231.17,4.0,7.0,Test,0
2197946,455386951_61784562269,131055659_32909840766_353345,2017-05-07 07:48:18,2017-05-07 08:01:19,781.0,Test,8.0,41.0,2.0,27900.449999999997,2.0,5.0,Test,1
2199722,331121860_47089213996,967262218_40234133491_203761,2017-04-14 19:17:27,2017-04-14 19:20:46,199.0,Test,5.0,21.5,2.0,30750.6,4.0,7.0,Test,0
2200791,601551383_886975256,375369522_4284655941_755142,2017-04-12 11:06:54,2017-04-12 11:19:47,773.0,Test,6.0,23.5,2.0,27331.98,1.0,4.0,Test,0
2202223,231289890_99557596732,204520502_7202719831_201487,2017-04-13 12:59:11,2017-04-13 13:08:08,537.0,Test,10.0,53.5,2.0,141770.57,0.0,3.0,Test,0
2202333,376563692_91009496084,710157060_42203083063_338888,2017-04-09 10:16:25,2017-04-09 10:42:57,1592.0,Test,6.0,49.5,2.0,68759.61,2.0,6.0,Test,0
2202711,7777544_1450670372,711109078_46164597293_262016,2017-03-15 21:52:22,2017-03-15 22:01:08,526.0,Test,14.0,77.5,3.0,205177.75,5.0,8.0,Test,0
2205199,244694143_3894908242,942954696_23053641218_773403,2017-05-02 13:29:13,2017-05-02 13:35:06,353.0,Control,5.0,63.0,2.0,32745.79,2.0,5.0,Control,0
2205743,381035045_21143583510,936540608_40141709522_410293,2017-05-23 22:21:29,2017-05-23 22:28:39,430.0,Test,12.0,45.0,4.0,247018.31,1.0,4.0,Test,1
2206736,776613368_48889656722,601753044_1503177020_917193,2017-04-01 09:02:16,2017-04-01 09:04:56,160.0,Test,8.0,65.5,3.0,437463.85,6.0,9.0,Test,0
2207194,147698550_60888208552,371062691_1216767979_96419,2017-04-09 13:26:05,2017-04-09 13:32:40,395.0,Control,6.0,47.5,2.0,72030.76999999999,2.0,5.0,Control,0
2207829,519019093_47934753963,378027258_59651693842_348165,2017-04-14 12:36:35,2017-04-14 12:38:59,144.0,Test,18.0,62.5,2.0,445850.23,6.0,9.0,Test,0
2208717,556717130_36680992120,479268615_36537694229_927234,2017-06-02 20:31:15,2017-06-02 20:37:32,377.0,Test,5.0,33.0,2.0,29782.96,6.0,9.0,Test,0
2209985,156340878_50789565396,644486820_7525831890_40167,2017-04-12 11:43:01,2017-04-12 11:45:31,150.0,Test,3.0,46.5,3.0,35204.24,1.0,4.0,Test,0
2211014,477423541_86323531833,589871141_73329580178_649884,2017-04-25 00:27:22,2017-04-25 00:48:24,1262.0,Control,13.0,31.5,2.0,37955.36,2.0,5.0,Control,1
2212960,51248796_98191102497,101795269_11014215878_581088,2017-03-29 11:18:40,2017-03-29 11:24:26,346.0,Test,9.0,63.5,2.0,93924.83,3.0,6.0,Test,1
2213600,477690257_73182368655,888668891_75748284704_801985,2017-04-05 21:22:53,2017-04-05 21:14:05,-528.0,Test,11.0,23.5,2.0,28093.82,1.0,4.0,Test,1
2214910,95814763_85876734658,770816838_62680327998_244707,2017-06-15 14:28:33,2017-06-15 14:32:17,224.0,Control,16.0,50.0,2.0,147080.33000000002,2.0,5.0,Control,1
2215826,61766724_55138362199,84550782_21279492943_779811,2017-05-21 10:13:49,2017-05-21 10:16:04,135.0,Control,6.0,29.0,2.0,27837.539999999997,4.0,7.0,Control,0
2217121,293700998_24021038560,159165178_21187910035_418453,2017-03-31 13:30:18,2017-03-31 13:33:43,205.0,Test,6.0,27.5,2.0,175499.34999999998,6.0,9.0,Test,0
2217574,717714052_90943125288,528947864_17031185833_127874,2017-04-09 08:53:18,2017-04-09 08:59:37,379.0,Test,10.0,54.5,2.0,191219.21,5.0,8.0,Test,1
2217601,622540145_44008478073,165549927_57232139680_778578,2017-04-07 15:01:23,2017-04-07 15:17:17,954.0,Test,8.0,27.5,3.0,42622.82,1.0,4.0,Test,0
2218715,530424895_30098535930,410124640_5143303994_229300,2017-03-31 17:02:25,2017-03-31 17:04:31,126.0,Test,13.0,59.5,2.0,186303.82,6.0,9.0,Test,1
2220030,719836236_44863545898,328389105_74737813058_702834,2017-04-05 15:38:12,2017-04-05 15:40:22,130.0,Test,13.0,27.5,3.0,114716.73,6.0,9.0,Test,0
2220892,731802501_81003539945,371135249_67439750749_120623,2017-05-06 08:54:30,2017-05-06 08:56:13,103.0,Control,11.0,41.0,3.0,82112.18,6.0,9.0,Control,0
2221946,876787826_20478980103,758669476_6749287141_803743,2017-04-11 09:26:31,2017-04-11 09:30:40,249.0,Test,9.0,32.5,3.0,73506.35,4.0,7.0,Test,0
2225489,44273420_28039907323,61013580_53931049882_393601,2017-04-06 13:25:01,2017-04-06 13:32:11,430.0,Control,19.0,56.5,5.0,1297682.38,5.0,8.0,Control,1
2227327,767550807_18615921181,128314112_11216292629_398788,2017-04-05 17:24:07,2017-04-05 17:27:13,186.0,Test,5.0,51.5,3.0,130605.56,6.0,9.0,Test,0
2228618,93300235_24109321149,952272788_94156367542_289924,2017-03-31 16:36:32,2017-03-31 16:40:28,236.0,Test,10.0,65.5,2.0,31155.12,1.0,4.0,Test,1
2229584,494716279_21319229750,305730133_15353263325_656585,2017-05-13 18:31:12,2017-05-13 18:33:18,126.0,Test,17.0,36.0,2.0,63205.58,6.0,9.0,Test,0
2230522,647619212_37574576754,892044461_46746323095_875750,2017-04-16 16:38:30,2017-04-16 16:55:16,1006.0,Test,20.0,59.5,2.0,55716.49,6.0,9.0,Test,0
2230745,386377892_53084336747,576305479_50594669712_747715,2017-05-21 12:11:20,2017-05-21 12:18:03,403.0,Control,18.0,53.0,2.0,159861.52999999997,3.0,6.0,Control,0
2230975,895570913_50274533076,218249341_19702677334_520510,2017-04-14 17:16:33,2017-04-14 17:22:27,354.0,Control,21.0,43.5,3.0,410338.44,2.0,5.0,Control,0
2232126,20675346_79241528939,990354820_92939053765_996712,2017-05-27 16:47:58,2017-05-27 16:50:31,153.0,Control,7.0,60.0,2.0,49827.8,1.0,4.0,Control,0
2233220,467496253_68006540757,457574922_19828072053_115278,2017-03-29 11:21:07,2017-03-29 11:31:17,610.0,Test,10.0,38.5,4.0,233019.58,6.0,9.0,Test,0
2234213,959608336_11730539488,915759244_9795306630_337157,2017-04-12 16:27:17,2017-04-12 16:33:19,362.0,Control,8.0,59.5,2.0,34841.13,0.0,3.0,Control,0
2234265,585483_9233273797,579637689_22405991410_715814,2017-06-18 15:15:24,2017-06-18 15:17:00,96.0,Control,14.0,46.0,2.0,32299.43,0.0,3.0,Control,0
2236959,657555980_84120376386,617500518_13838683820_426082,2017-04-23 15:25:51,2017-04-23 15:33:36,465.0,Test,26.0,66.5,2.0,69312.91,2.0,5.0,Test,1
2237376,154278510_30724782224,803796054_7126982116_470122,2017-04-14 19:41:48,2017-04-14 19:49:15,447.0,Test,16.0,60.5,2.0,44783.46,2.0,5.0,Test,1
2237617,924168625_4037652525,57356057_94106832569_879247,2017-05-12 19:27:13,2017-05-12 19:32:04,291.0,Control,5.0,26.0,2.0,40295.21,0.0,3.0,Control,0
2240373,175278056_35674161383,524630360_48802622153_477170,2017-05-19 20:53:34,2017-05-19 20:55:53,139.0,Control,11.0,28.0,3.0,132805.4,3.0,6.0,Control,0
2242363,793580033_46875393434,86491096_74089910562_294128,2017-05-21 14:44:16,2017-05-21 15:25:35,2479.0,Control,13.0,31.0,2.0,41224.33,0.0,3.0,Control,0
2244759,464066908_6308371403,740277335_5206728777_9500,2017-06-11 08:57:07,2017-06-11 09:01:15,248.0,Control,13.0,53.0,3.0,212123.24,3.0,6.0,Control,1
2245552,912491507_7704062655,97380393_34606351093_463315,2017-04-02 21:05:21,2017-04-02 21:07:11,110.0,Test,29.0,49.5,2.0,243490.56,5.0,8.0,Test,1
2247829,128006769_272152382,248145679_30569708153_862118,2017-04-05 14:18:25,2017-04-05 14:24:25,360.0,Test,16.0,66.5,2.0,1253460.02,3.0,6.0,Test,0
2248091,90238586_82984620676,536805807_2504987961_695845,2017-06-05 21:39:59,2017-06-05 21:48:56,537.0,Control,8.0,33.0,2.0,76056.92,3.0,6.0,Control,1
2249600,538872673_97648569553,740349924_40996656264_327626,2017-04-12 11:12:22,2017-04-12 11:15:39,197.0,Test,22.0,54.5,3.0,536663.39,5.0,8.0,Test,0
2249993,642710114_7144093855,874456276_90248468165_517958,2017-05-03 14:04:58,2017-05-03 14:17:02,724.0,Control,18.0,46.0,3.0,119667.68,1.0,4.0,Control,1
2250020,770471846_77622401441,166471810_78037865883_866746,2017-04-19 13:00:30,2017-04-19 13:05:10,280.0,Test,14.0,60.5,3.0,128221.16,5.0,8.0,Test,0
2252096,797817164_70002381927,213639047_58815659080_469926,2017-04-15 07:41:13,2017-04-15 07:43:54,161.0,Control,5.0,28.5,3.0,108965.59,6.0,9.0,Control,0
2253226,941429919_93896160229,989094361_69596145697_103701,2017-04-09 16:40:09,2017-04-09 16:36:31,-218.0,Test,13.0,64.5,2.0,31857.12,0.0,3.0,Test,1
2255127,183217940_86888272765,452759417_95866058883_143074,2017-04-17 16:58:33,2017-04-17 17:11:04,751.0,Test,27.0,41.5,2.0,85455.56,6.0,9.0,Test,1
2256976,943691761_90721357846,982597667_9095061445_915509,2017-04-11 12:05:38,2017-04-11 13:19:49,4451.0,Test,13.0,52.5,2.0,70765.89,0.0,3.0,Test,1
2258357,505805668_91006075185,148495896_42959363617_209772,2017-04-09 09:12:41,2017-04-09 09:11:29,-72.0,Control,16.0,65.5,3.0,60793.74,6.0,9.0,Control,0
2258366,7422673_55038636694,871931861_52384288285_847539,2017-05-07 11:42:39,2017-05-07 11:44:38,119.0,Control,14.0,36.0,2.0,37076.41,6.0,9.0,Control,1
2261960,445381149_70741842380,97397235_76646572063_144638,2017-06-11 09:37:28,2017-06-11 09:54:06,998.0,Test,12.0,75.0,2.0,395906.96,6.0,9.0,Test,1
2262356,742707883_73200827678,67864532_5647869791_789077,2017-03-31 21:34:16,2017-03-31 21:42:35,499.0,Control,11.0,67.5,2.0,306540.57999999996,1.0,4.0,Control,1
2267895,214087060_57788796906,428067727_20791600632_677142,2017-04-19 09:31:54,2017-04-19 09:37:40,346.0,Test,28.0,27.5,3.0,72245.5,6.0,9.0,Test,1
2270432,708995494_70447283459,961898388_7114827706_212497,2017-06-14 10:32:51,2017-06-14 11:23:20,3029.0,Test,17.0,63.0,2.0,622412.12,2.0,5.0,Test,0
2271187,759362230_8613302708,274135073_39823290301_473312,2017-04-15 15:11:38,2017-04-15 15:15:33,235.0,Test,21.0,49.5,2.0,144422.78,1.0,5.0,Test,0
2271229,930721430_13808693395,498467353_5811045266_981843,2017-04-18 14:36:45,2017-04-18 14:37:49,64.0,Test,13.0,29.5,3.0,54313.24,5.0,8.0,Test,0
2274274,193831461_27102272867,433980710_24626021102_596410,2017-04-14 12:47:19,2017-04-14 12:53:33,374.0,Test,12.0,56.5,2.0,82715.19,6.0,9.0,Test,1
2274658,857376424_12378092455,518285126_8572733997_709761,2017-05-02 10:25:27,2017-05-02 10:27:46,139.0,Control,5.0,34.0,2.0,78389.93,6.0,9.0,Control,0
2275598,868186605_41312768685,599361374_80334523522_837635,2017-05-02 21:41:11,2017-05-02 21:47:09,358.0,Control,5.0,27.0,2.0,31427.64,5.0,8.0,Control,0
2276002,974667045_72404957999,381407261_94394381101_190251,2017-05-04 09:25:57,2017-05-04 09:37:10,673.0,Test,6.0,51.0,2.0,813319.87,1.0,4.0,Test,0
2277300,100583323_27372203263,405492039_19552960377_814429,2017-04-19 15:09:04,2017-04-19 15:18:07,543.0,Test,9.0,63.5,2.0,126715.94,1.0,4.0,Test,0
2277404,609308271_89938459124,23533168_47912621272_854804,2017-04-09 15:39:08,2017-04-09 15:41:33,145.0,Control,23.0,66.5,2.0,71108.81,1.0,4.0,Control,1
2280509,574772023_41896778075,776955686_97718493441_346270,2017-03-20 12:22:13,2017-03-20 12:30:46,513.0,Test,6.0,46.5,2.0,370354.51,1.0,4.0,Test,0
2280986,997947577_6828069501,123319949_79188962870_532617,2017-04-12 11:54:32,2017-04-12 11:57:53,201.0,Test,8.0,42.5,2.0,50840.85,0.0,3.0,Test,0
2281012,73603492_60987847285,177176172_90503530859_871783,2017-04-12 11:39:10,2017-04-12 11:40:26,76.0,Control,17.0,45.5,3.0,797915.0800000001,6.0,9.0,Control,1
2282626,50052094_27301804003,616260794_53827499644_41005,2017-05-25 20:46:50,2017-05-25 20:51:18,268.0,Control,15.0,67.0,2.0,44000.649999999994,6.0,9.0,Control,0
2283351,469421754_95232045548,917141167_79903154820_914408,2017-04-14 16:14:16,2017-04-14 16:33:48,1172.0,Control,11.0,48.5,2.0,65203.2,0.0,3.0,Control,0
2284215,195350279_58078503182,606884891_13278972309_239541,2017-04-12 11:10:09,2017-04-12 11:16:16,367.0,Control,6.0,33.5,2.0,77684.45999999999,2.0,5.0,Control,0
2284833,701556354_86845593696,400293654_91576750985_239676,2017-04-10 15:48:56,2017-04-10 15:56:56,480.0,Test,14.0,47.5,2.0,36298.89,5.0,8.0,Test,0
2286444,31007584_29280401755,321197998_87608547053_296627,2017-06-17 15:13:32,2017-06-17 15:15:01,89.0,Control,18.0,44.0,2.0,81352.0,4.0,7.0,Control,0
2286797,754474829_54044029765,335374936_58625342869_66931,2017-04-07 13:31:42,2017-04-07 13:22:58,-524.0,Test,5.0,75.5,4.0,482333.23,5.0,8.0,Test,0
2287420,615548749_2318989118,457755245_91707812503_832550,2017-04-19 17:20:55,2017-04-19 17:34:59,844.0,Control,13.0,47.5,2.0,168933.77999999997,4.0,7.0,Control,0
2287464,672659189_61264344684,793160657_11169997485_853671,2017-04-18 19:47:43,2017-04-18 19:51:24,221.0,Test,15.0,34.5,5.0,144485.36,6.0,9.0,Test,0
2288164,740934870_47141035142,158973422_25800142486_178120,2017-04-06 17:30:44,2017-04-06 17:29:37,-67.0,Control,5.0,29.5,2.0,37821.82,1.0,4.0,Control,0
2288638,653167802_9952848590,714591525_49864431387_516644,2017-05-09 14:30:25,2017-05-09 14:37:44,439.0,Control,13.0,58.0,2.0,76062.28,0.0,3.0,Control,0
2288746,665746664_45044225353,234410488_24427268433_700125,2017-04-05 13:11:27,2017-04-05 13:15:20,233.0,Test,13.0,62.5,3.0,352195.73,6.0,9.0,Test,0
2291067,574813687_38291202055,342747638_78812099302_404451,2017-04-16 12:48:36,2017-04-16 12:52:45,249.0,Test,16.0,57.5,2.0,78958.43,2.0,5.0,Test,0
2291989,778016868_92540362682,73216900_50930817437_507508,2017-04-10 11:22:31,2017-04-10 11:27:02,271.0,Test,4.0,30.5,2.0,25732.23,2.0,5.0,Test,0
2292333,904354970_12024416847,93364845_64280622887_161555,2017-05-24 16:13:36,2017-05-24 16:25:28,712.0,Control,14.0,52.0,2.0,31947.97,0.0,3.0,Control,0
2292643,910122078_81706466742,791324873_18118549318_425400,2017-05-23 16:43:26,2017-05-23 16:45:43,137.0,Test,6.0,62.0,2.0,152219.22,6.0,9.0,Test,0
2292757,807842279_2168494219,706870070_83570999413_17518,2017-04-05 12:33:05,2017-04-05 13:15:03,2518.0,Test,8.0,37.5,2.0,83913.88,3.0,6.0,Test,0
2294048,491690245_67326461461,592033871_11121169579_197721,2017-05-20 09:52:01,2017-05-20 09:56:53,292.0,Control,7.0,35.0,2.0,49204.42,2.0,5.0,Control,0
2294786,985324670_72569793611,188906075_20847523076_899541,2017-04-03 14:30:41,2017-04-03 14:34:19,218.0,Control,16.0,53.5,2.0,104979.6,6.0,9.0,Control,1
2295997,265634350_46644783737,501510625_63438178559_622083,2017-06-20 10:02:03,2017-06-20 10:08:42,399.0,Control,15.0,67.0,2.0,37167.56,4.0,7.0,Control,0
2296131,498582584_15371353016,889614319_45470538523_631365,2017-05-19 09:33:59,2017-05-19 09:46:17,738.0,Control,15.0,55.0,2.0,33801.549999999996,6.0,9.0,Control,0
2296209,741979028_95140413792,891464045_27550514407_797576,2017-04-05 11:34:31,2017-04-05 11:56:40,1329.0,Test,8.0,60.5,2.0,91779.52,2.0,5.0,Test,0
2297514,203566062_78730208246,491487108_50060650369_347175,2017-05-07 10:47:09,2017-05-07 10:50:36,207.0,Control,29.0,68.0,2.0,341320.82999999996,4.0,7.0,Control,1
2297738,912992461_60502118457,532106748_47932944898_26751,2017-04-07 20:55:48,2017-04-07 20:57:39,111.0,Control,8.0,28.5,2.0,56043.66,6.0,9.0,Control,0
2298096,334841759_22088009819,435681968_7840151268_773224,2017-03-29 22:50:14,2017-03-29 22:54:00,226.0,Control,15.0,50.5,2.0,837276.91,6.0,9.0,Control,0
2299456,511021068_36227220938,178690613_43229450872_969355,2017-03-29 13:11:23,2017-03-29 13:09:09,-134.0,Control,12.0,47.5,2.0,24081.78,0.0,3.0,Control,1
2300570,827275923_40211068450,917507528_86668171182_242918,2017-06-05 12:06:22,2017-06-05 12:48:46,2544.0,Control,5.0,57.0,3.0,85183.65,3.0,6.0,Control,0
2300964,520480424_3970125444,595394290_1037575504_172661,2017-03-30 09:42:50,2017-03-30 09:37:52,-298.0,Control,20.0,57.5,2.0,93860.48,3.0,6.0,Control,0
2301536,645448333_48660080107,992085312_30241656843_645027,2017-04-03 19:01:41,2017-04-03 19:10:22,521.0,Test,7.0,65.5,3.0,127178.46,6.0,9.0,Test,0
2302138,560784369_40132201980,429887327_15727633446_798476,2017-03-30 09:11:43,2017-03-30 09:13:30,107.0,Test,5.0,32.5,2.0,44296.67999999999,2.0,5.0,Test,0
2304137,244870077_58842227141,618963179_20644494797_803941,2017-04-04 13:15:33,2017-04-04 13:23:00,447.0,Test,11.0,73.5,2.0,75395.13,2.0,5.0,Test,1
2304816,160705367_965743014,711247720_35291453558_302580,2017-05-16 17:00:49,2017-05-16 17:03:33,164.0,Test,6.0,58.0,3.0,153072.53999999998,5.0,8.0,Test,1
2304905,336210275_56978226960,724930510_65323235593_692754,2017-05-21 11:03:25,2017-05-21 11:07:16,231.0,Control,7.0,58.0,2.0,110860.3,6.0,9.0,Control,0
2304952,755355057_99544103438,632960422_48795450728_139110,2017-05-18 12:51:39,2017-05-18 12:54:30,171.0,Test,28.0,26.0,2.0,35774.619999999995,3.0,6.0,Test,1
2307904,469314712_85857890693,962950481_89843526427_160022,2017-06-08 12:28:43,2017-06-08 12:34:19,336.0,Control,14.0,49.0,2.0,158110.05,3.0,6.0,Control,0
2311816,99534136_92384690584,781810952_37616593544_736427,2017-04-10 19:28:00,2017-04-10 19:36:32,512.0,Control,4.0,55.5,2.0,36788.649999999994,4.0,7.0,Control,0
2312949,621024431_51285565850,197580898_19263604135_935583,2017-04-20 10:21:39,2017-04-20 10:21:01,-38.0,Control,6.0,29.5,3.0,63847.45,2.0,5.0,Control,0
2313292,528332823_62425640679,712824876_8175482950_365042,2017-04-12 17:22:35,2017-04-12 17:38:22,947.0,Test,6.0,60.5,4.0,836797.5700000001,3.0,6.0,Test,0
2313632,996777417_85537007961,199040393_11372172404_462964,2017-06-18 19:23:26,2017-06-18 19:27:32,246.0,Test,13.0,24.0,2.0,44721.86,0.0,4.0,Test,0
2313865,83547695_82274609444,344887642_61070511836_659080,2017-04-20 12:53:08,2017-04-20 12:57:32,264.0,Test,8.0,41.5,2.0,26465.4,0.0,3.0,Test,1
2314843,643294028_37358493139,357544056_55648882267_602993,2017-03-29 11:48:04,2017-03-29 12:01:56,832.0,Test,13.0,50.5,2.0,88475.92,0.0,3.0,Test,1
2317232,319650822_63699263718,846545721_86214603485_789535,2017-03-31 09:17:44,2017-03-31 09:19:37,113.0,Test,6.0,63.5,2.0,97325.03,3.0,6.0,Test,0
2319928,91400626_12051769290,349599811_97544344719_391874,2017-04-26 19:58:43,2017-04-26 20:02:44,241.0,Test,5.0,65.5,2.0,67098.38,6.0,9.0,Test,0
2326659,188603822_57547378053,187982943_80583359735_474215,2017-04-15 15:46:04,2017-04-15 15:51:11,307.0,Test,28.0,58.5,3.0,961708.53,6.0,9.0,Test,0
2327007,835129681_78549234398,911415814_36211650386_500435,2017-04-04 17:17:36,2017-04-04 17:57:06,2370.0,Control,8.0,45.5,2.0,73019.6,0.0,3.0,Control,1
2328158,80330579_18322610874,983188115_94748627335_608604,2017-04-05 15:13:04,2017-04-05 15:18:58,354.0,Control,4.0,37.5,2.0,42453.44,0.0,3.0,Control,0
2331309,195750038_81951727278,527970403_65149115094_440744,2017-03-29 12:34:58,2017-03-29 12:33:40,-78.0,Control,16.0,34.5,3.0,200213.79,6.0,9.0,Control,0
2331613,987354356_21005486348,996878467_36392649573_168510,2017-05-03 23:35:28,2017-05-03 23:44:23,535.0,Control,4.0,61.0,2.0,173988.59999999998,5.0,8.0,Control,0
2333118,961434621_4943443916,603645270_89687724806_821374,2017-04-20 10:49:01,2017-04-20 10:56:35,454.0,Test,24.0,74.5,3.0,413325.24,3.0,6.0,Test,1
2335724,321819439_31624981197,427003120_75151622598_231582,2017-05-29 11:41:18,2017-05-29 11:48:44,446.0,Test,4.0,46.0,2.0,89208.51999999999,4.0,7.0,Test,0
2336280,335743457_95068332552,548382822_33707488175_567662,2017-04-12 16:22:28,2017-04-12 16:25:22,174.0,Test,6.0,46.5,3.0,43869.53999999999,0.0,3.0,Test,0
2338296,624007771_19961793057,447181086_8189453273_514457,2017-04-12 22:50:49,2017-04-12 22:54:43,234.0,Control,6.0,26.5,3.0,53522.899999999994,5.0,8.0,Control,0
2339126,148000695_86521992951,777695225_51797955445_264219,2017-05-11 22:16:56,2017-05-11 22:18:20,84.0,Control,7.0,30.0,2.0,80329.11,3.0,6.0,Control,0
2340487,100026388_52569174348,560716384_55516231568_734638,2017-06-09 18:37:59,2017-06-09 18:41:43,224.0,Test,4.0,31.0,2.0,30718.199999999997,1.0,4.0,Test,0
2340830,666472729_61984908065,232502542_12771706911_11066,2017-04-15 16:21:42,2017-04-15 16:29:10,448.0,Test,12.0,50.5,2.0,73857.86,1.0,4.0,Test,1
2341060,298864159_1044786708,1443658_65099692696_804222,2017-04-20 01:26:42,2017-04-20 01:32:58,376.0,Test,12.0,31.5,2.0,39123.96,2.0,5.0,Test,0
2343695,761252181_74485632146,764417841_35031212231_936713,2017-04-04 08:23:20,2017-04-04 08:40:45,1045.0,Test,21.0,21.5,2.0,31534.07,1.0,4.0,Test,0
2343902,322308910_93544488023,463442032_81280098948_318045,2017-05-16 21:56:49,2017-05-16 21:58:10,81.0,Test,8.0,48.0,2.0,129300.98,1.0,4.0,Test,0
2346767,966629093_9541908176,321484317_44633479858_183434,2017-05-10 12:23:27,2017-05-10 12:26:34,187.0,Control,8.0,47.0,2.0,48594.42999999999,6.0,9.0,Control,1
2348609,350551699_38752296352,313571498_54901653764_625671,2017-05-21 23:09:06,2017-05-21 23:14:06,300.0,Test,15.0,45.0,2.0,105440.42,5.0,8.0,Test,0
2349326,158373601_92009026924,683472472_58946004721_614764,2017-04-28 14:00:34,2017-04-28 14:06:53,379.0,Test,10.0,63.5,2.0,30710.92,0.0,3.0,Test,0
2353442,2701429_91528070446,457555281_65902977076_482543,2017-03-29 12:22:21,2017-03-29 12:24:41,140.0,Test,16.0,41.5,2.0,38452.66,0.0,3.0,Test,1
2354722,535975538_32893123979,298657644_37258076898_896045,2017-04-12 11:41:19,2017-04-12 11:46:27,308.0,Test,5.0,38.5,2.0,33818.61,3.0,6.0,Test,0
2355590,40188331_96018476202,118567823_77083571539_442423,2017-03-29 15:27:33,2017-03-29 15:22:54,-279.0,Control,18.0,62.5,2.0,311593.62,5.0,8.0,Control,0
2357486,936978799_66431333178,230183304_21096151313_136472,2017-03-30 11:00:35,2017-03-30 11:07:23,408.0,Test,7.0,29.5,2.0,60538.68,1.0,4.0,Test,0
2362808,220749984_76309416531,387490908_57108971425_581231,2017-04-12 11:21:09,2017-04-12 11:27:10,361.0,Test,7.0,46.5,2.0,53802.66,1.0,4.0,Test,0
2364227,231011456_35333946614,973536608_96345473689_655889,2017-04-24 13:47:37,2017-04-24 14:03:33,956.0,Control,7.0,30.5,2.0,33263.7,0.0,3.0,Control,0
2365020,872553812_39966538425,209994637_15184572182_348791,2017-04-02 11:39:26,2017-04-02 11:42:41,195.0,Test,8.0,31.5,2.0,79518.68,6.0,9.0,Test,0
2365348,892923597_20199022735,29190467_88083423748_8819,2017-04-15 17:46:24,2017-04-15 17:49:23,179.0,Control,8.0,27.5,2.0,24152.679999999997,4.0,7.0,Control,1
2367084,814063074_86709818803,893379115_93952146056_662777,2017-04-05 11:44:23,2017-04-05 11:43:19,-64.0,Control,5.0,65.5,2.0,45970.19,0.0,3.0,Control,0
2367184,16564594_74858065096,754964288_97508438908_405305,2017-04-01 13:06:35,2017-04-01 13:15:19,524.0,Control,6.0,34.5,2.0,48349.78999999999,6.0,9.0,Control,0
2368690,110240207_41111653209,579431937_40235946328_774746,2017-04-12 17:23:47,2017-04-12 17:29:34,347.0,Test,6.0,37.5,3.0,50438.55,0.0,3.0,Test,0
2371126,258490109_7074238062,479319834_69807437864_25259,2017-04-13 15:25:19,2017-04-13 15:30:25,306.0,Control,6.0,60.5,2.0,119842.52,5.0,8.0,Control,0
2374902,984026331_50438594194,723879770_52800484824_550655,2017-04-04 10:45:22,2017-04-04 10:49:58,276.0,Control,11.0,22.5,2.0,377527.6,2.0,5.0,Control,1
2376344,781562144_86597801546,242158091_23117951582_155132,2017-05-03 00:53:51,2017-05-03 00:59:20,329.0,Test,5.0,41.0,2.0,48294.72,6.0,9.0,Test,0
2376505,641167378_49985145544,569961955_60806059999_99544,2017-05-16 19:19:29,2017-05-16 19:26:29,420.0,Control,7.0,72.0,2.0,45556.02,4.0,7.0,Control,0
2377028,702234312_94869551412,423720612_94792653043_651871,2017-06-13 15:40:34,2017-06-13 15:45:12,278.0,Control,17.0,55.0,2.0,135324.96,2.0,5.0,Control,1
2377937,697729113_69143583617,999471569_89134741339_233799,2017-04-27 15:53:30,2017-04-27 15:56:16,166.0,Control,6.0,48.5,2.0,126687.47,2.0,5.0,Control,0
2380023,66919149_50520674823,407367244_27499802833_622418,2017-03-29 11:12:15,2017-03-29 11:15:08,173.0,Test,20.0,43.5,2.0,27389.73,1.0,4.0,Test,0
2380192,323675942_13437692812,949202538_83357801574_985077,2017-05-29 16:50:28,2017-05-29 16:58:49,501.0,Control,28.0,52.0,3.0,828492.81,1.0,4.0,Control,0
2382696,408808110_61009454012,477423787_18259554097_168965,2017-04-22 21:07:57,2017-04-22 21:10:20,143.0,Test,21.0,47.5,2.0,209727.42,2.0,5.0,Test,1
2385262,125178022_3694624352,991862802_22137181630_820260,2017-05-26 08:18:34,2017-05-26 08:42:30,1436.0,Control,12.0,56.0,3.0,513751.96,2.0,5.0,Control,0
2386069,475470299_70149763992,33921393_44059667213_898880,2017-05-21 18:40:51,2017-05-21 18:52:19,688.0,Test,12.0,67.0,2.0,116057.02,4.0,7.0,Test,0
2386890,502041415_98870754585,582897534_95318442252_465024,2017-05-10 12:37:50,2017-05-10 12:50:32,762.0,Control,17.0,48.0,2.0,104272.7,3.0,6.0,Control,1
