visit_id,start_time,confirm_time,process_duration
270769405_21324295184_110708,2017-04-12 16:31:59,2017-04-12 16:38:06,6.116666666666666
292052038_83058110197_566868,2017-04-05 17:05:49,2017-04-05 17:11:56,6.116666666666666
911709965_77810589744_624638,2017-04-12 18:17:21,2017-04-12 18:23:28,6.116666666666666
194998204_74599762745_2813,2017-03-15 19:14:50,2017-03-15 19:20:57,6.116666666666666
63167535_85439978212_345027,2017-04-21 21:37:55,2017-04-21 21:44:02,6.116666666666666
542855387_83824376129_171460,2017-04-16 12:37:28,2017-04-16 12:43:35,6.116666666666666
606884891_13278972309_239541,2017-04-12 11:10:09,2017-04-12 11:16:16,6.116666666666666
745153015_27637807222_602580,2017-04-11 07:26:39,2017-04-11 07:32:47,6.133333333333334
881261633_80253489563_652214,2017-03-30 02:23:12,2017-03-30 02:29:20,6.133333333333334
993465226_53081063521_623438,2017-04-05 16:54:18,2017-04-05 17:00:26,6.133333333333334
889927132_12501603091_120503,2017-04-12 19:19:35,2017-04-12 19:25:43,6.133333333333334
656178963_16367613743_653265,2017-04-03 14:12:58,2017-04-03 14:19:06,6.133333333333334
965817577_9940831616_40420,2017-03-31 10:58:27,2017-03-31 11:04:35,6.133333333333334
10819387_86190387051_69793,2017-05-21 11:54:10,2017-05-21 12:00:18,6.133333333333334
683090375_85498724622_562886,2017-04-11 09:45:43,2017-04-11 09:51:51,6.133333333333334
75967846_72114182706_251753,2017-06-14 15:41:39,2017-06-14 15:47:47,6.133333333333334
232486159_8393022605_873274,2017-03-31 09:08:57,2017-03-31 09:15:05,6.133333333333334
732379946_42147378986_6495,2017-04-12 12:41:58,2017-04-12 12:48:06,6.133333333333334
516823104_17556066669_457036,2017-04-15 15:08:39,2017-04-15 15:14:47,6.133333333333334
529319282_25756500491_156902,2017-05-04 21:15:17,2017-05-04 21:21:25,6.133333333333334
893911048_99527226785_207635,2017-06-16 21:11:25,2017-06-16 21:17:33,6.133333333333334
503911957_46700887050_84886,2017-03-29 16:33:51,2017-03-29 16:39:59,6.133333333333334
220563070_8934320209_100751,2017-03-31 01:55:26,2017-03-31 02:01:34,6.133333333333334
627429310_7715002170_316619,2017-06-15 11:05:23,2017-06-15 11:11:31,6.133333333333334
715259529_3900200578_843553,2017-05-21 09:51:39,2017-05-21 09:57:48,6.15
27727808_19137507656_760203,2017-03-29 14:49:36,2017-03-29 14:55:45,6.15
98970957_59894851878_744586,2017-04-12 21:11:37,2017-04-12 21:17:46,6.15
6034259_96267474802_775749,2017-03-29 22:07:56,2017-03-29 22:14:05,6.15
776529784_15504239598_255500,2017-04-12 17:11:55,2017-04-12 17:18:04,6.15
415067927_95356671969_290458,2017-04-05 16:21:13,2017-04-05 16:27:22,6.15
309166935_14647097731_965443,2017-03-29 11:25:10,2017-03-29 11:31:19,6.15
415465708_68037601185_630906,2017-03-29 21:35:12,2017-03-29 21:41:21,6.15
555777661_38110902016_937851,2017-04-03 14:39:56,2017-04-03 14:46:05,6.15
295722374_3294013123_44784,2017-03-31 11:36:57,2017-03-31 11:43:06,6.15
130079804_14229087616_693146,2017-03-16 07:40:12,2017-03-16 07:46:21,6.15
129782867_61068388166_853916,2017-05-09 16:52:31,2017-05-09 16:58:40,6.15
128203835_64131603173_23885,2017-04-17 08:42:41,2017-04-17 08:48:51,6.166666666666667
724261753_54011285199_192541,2017-03-31 23:49:33,2017-03-31 23:55:43,6.166666666666667
204184077_11257571234_780398,2017-04-13 16:03:15,2017-04-13 16:09:25,6.166666666666667
966796155_24996482737_827326,2017-06-03 15:12:00,2017-06-03 15:18:10,6.166666666666667
919466773_59345461316_367622,2017-03-30 12:13:14,2017-03-30 12:19:24,6.166666666666667
311857928_65254494700_583534,2017-03-29 18:29:50,2017-03-29 18:36:00,6.166666666666667
646644108_38379684437_339437,2017-04-17 07:39:19,2017-04-17 07:45:29,6.166666666666667
470767147_80784642592_297997,2017-04-05 10:27:16,2017-04-05 10:33:26,6.166666666666667
803313211_33348130121_383374,2017-04-04 11:12:29,2017-04-04 11:18:39,6.166666666666667
827189399_35775373991_789996,2017-04-07 13:11:12,2017-04-07 13:17:22,6.166666666666667
125159452_4808162735_267959,2017-05-01 15:17:18,2017-05-01 15:23:28,6.166666666666667
121424283_75581657669_178015,2017-04-16 17:41:44,2017-04-16 17:47:54,6.166666666666667
572040376_7696967635_103685,2017-04-07 08:39:10,2017-04-07 08:45:20,6.166666666666667
47700859_38470519300_866527,2017-05-08 18:58:14,2017-05-08 19:04:24,6.166666666666667
917195072_80439424113_98604,2017-04-18 14:32:40,2017-04-18 14:38:50,6.166666666666667
140088630_75456453428_813,2017-04-24 11:02:36,2017-04-24 11:08:46,6.166666666666667
222302500_14043904212_150277,2017-04-14 14:40:46,2017-04-14 14:46:57,6.183333333333334
428803535_75854047220_694374,2017-04-05 10:52:07,2017-04-05 10:58:18,6.183333333333334
509497127_2920860803_800432,2017-04-16 19:47:54,2017-04-16 19:54:05,6.183333333333334
829873605_73161322579_992530,2017-05-01 00:45:16,2017-05-01 00:51:27,6.183333333333334
889486900_37812886511_942596,2017-05-24 19:06:56,2017-05-24 19:13:07,6.183333333333334
223946120_80887063198_961894,2017-05-04 22:42:30,2017-05-04 22:48:41,6.183333333333334
172888557_89822676557_265063,2017-03-29 23:23:07,2017-03-29 23:29:18,6.183333333333334
749825789_28589081210_142478,2017-03-29 17:21:32,2017-03-29 17:27:43,6.183333333333334
491741710_75574040983_735573,2017-04-20 20:30:29,2017-04-20 20:36:40,6.183333333333334
987001600_61378834186_254640,2017-04-05 14:49:42,2017-04-05 14:55:53,6.183333333333334
548475556_56983640550_654557,2017-03-26 10:43:24,2017-03-26 10:49:35,6.183333333333334
496030241_58374096998_393164,2017-04-03 18:56:10,2017-04-03 19:02:21,6.183333333333334
246244273_64152098993_612349,2017-04-07 08:27:56,2017-04-07 08:34:07,6.183333333333334
220600022_64755254966_363762,2017-04-09 18:18:52,2017-04-09 18:25:03,6.183333333333334
938366069_70076064254_423094,2017-04-10 17:38:55,2017-04-10 17:45:06,6.183333333333334
218951756_90099083115_792279,2017-04-05 18:39:28,2017-04-05 18:45:39,6.183333333333334
693918394_72237930355_961145,2017-03-29 11:55:51,2017-03-29 12:02:02,6.183333333333334
570508901_29560325279_594735,2017-04-07 17:16:32,2017-04-07 17:22:43,6.183333333333334
356714211_29747757662_156297,2017-04-14 14:42:06,2017-04-14 14:48:17,6.183333333333334
118054537_62322149580_634328,2017-05-24 20:47:53,2017-05-24 20:54:05,6.2
468525567_30892747182_629597,2017-06-18 21:59:30,2017-06-18 22:05:42,6.2
294050022_50518882114_478947,2017-04-19 11:13:56,2017-04-19 11:20:08,6.2
314257106_77321527674_795271,2017-03-29 11:09:52,2017-03-29 11:16:04,6.2
609596865_81476637203_234750,2017-05-17 12:48:46,2017-05-17 12:54:58,6.2
483275415_48210990930_212311,2017-04-10 01:41:57,2017-04-10 01:48:09,6.2
878053037_78260280689_702673,2017-04-08 14:30:42,2017-04-08 14:36:54,6.2
919035934_90009527791_884753,2017-04-19 16:48:56,2017-04-19 16:55:08,6.2
175723497_63179581794_715387,2017-04-05 12:00:36,2017-04-05 12:06:48,6.2
84242461_98753719542_168450,2017-06-19 15:24:55,2017-06-19 15:31:07,6.2
946914925_76076626314_966258,2017-04-17 11:04:18,2017-04-17 11:10:30,6.2
709247025_42746682517_169841,2017-05-03 21:03:49,2017-05-03 21:10:01,6.2
450206570_4664534847_404595,2017-04-07 21:02:22,2017-04-07 21:08:35,6.216666666666667
485628616_30227153469_857051,2017-03-29 13:22:31,2017-03-29 13:28:44,6.216666666666667
800549410_75772715274_413510,2017-05-21 08:06:00,2017-05-21 08:12:13,6.216666666666667
456324782_14921457262_237447,2017-04-27 17:02:36,2017-04-27 17:08:49,6.216666666666667
947145309_40209403610_543742,2017-04-06 12:48:58,2017-04-06 12:55:11,6.216666666666667
827636234_33463793225_14670,2017-04-12 13:21:37,2017-04-12 13:27:50,6.216666666666667
755487100_20186855210_88290,2017-05-29 14:44:01,2017-05-29 14:50:14,6.216666666666667
209322017_85518958580_346612,2017-04-12 20:23:13,2017-04-12 20:29:26,6.216666666666667
352755426_66578079181_601283,2017-04-08 16:00:30,2017-04-08 16:06:43,6.216666666666667
107222483_8242134100_684417,2017-04-19 22:55:35,2017-04-19 23:01:48,6.216666666666667
754953972_88420315325_648997,2017-06-01 17:40:25,2017-06-01 17:46:38,6.216666666666667
845442409_40096162141_844793,2017-05-23 09:45:57,2017-05-23 09:52:10,6.216666666666667
462790522_74657062382_406338,2017-04-07 09:30:15,2017-04-07 09:36:28,6.216666666666667
338397637_80775662815_132560,2017-03-29 11:19:06,2017-03-29 11:25:19,6.216666666666667
817133729_49732585635_820151,2017-04-10 05:09:18,2017-04-10 05:15:31,6.216666666666667
221103662_27421061567_939713,2017-04-15 16:02:00,2017-04-15 16:08:13,6.216666666666667
440515033_32515649312_385443,2017-04-01 11:58:25,2017-04-01 12:04:38,6.216666666666667
776504981_24595609733_898988,2017-04-15 11:24:31,2017-04-15 11:30:44,6.216666666666667
871029632_48138860886_307590,2017-03-29 13:38:36,2017-03-29 13:44:49,6.216666666666667
564801980_54043310762_723191,2017-04-06 18:27:59,2017-04-06 18:34:12,6.216666666666667
280562891_17216759604_738018,2017-04-10 16:08:42,2017-04-10 16:14:55,6.216666666666667
835529235_54374005557_432375,2017-04-08 21:50:09,2017-04-08 21:56:22,6.216666666666667
768932760_28415854529_199324,2017-04-03 15:51:46,2017-04-03 15:57:59,6.216666666666667
666738800_3743242286_361179,2017-04-05 17:50:36,2017-04-05 17:56:49,6.216666666666667
212782242_60387856232_187503,2017-04-12 19:36:28,2017-04-12 19:42:42,6.233333333333333
704365767_54158728192_858016,2017-04-23 13:29:32,2017-04-23 13:35:46,6.233333333333333
61446832_79753428859_887041,2017-04-21 11:43:54,2017-04-21 11:50:08,6.233333333333333
863838851_33441682597_125245,2017-03-30 13:17:32,2017-03-30 13:23:46,6.233333333333333
508058926_17484470171_313460,2017-04-05 16:02:14,2017-04-05 16:08:28,6.233333333333333
961878360_85895454962_607105,2017-05-02 10:53:01,2017-05-02 10:59:15,6.233333333333333
562311360_90522101539_993146,2017-04-03 10:35:32,2017-04-03 10:41:46,6.233333333333333
742143833_71458433715_915786,2017-04-23 06:37:59,2017-04-23 06:44:13,6.233333333333333
454305848_13132710057_28079,2017-04-05 14:45:50,2017-04-05 14:52:04,6.233333333333333
818700921_61199237802_476850,2017-04-18 14:03:14,2017-04-18 14:09:28,6.233333333333333
38615458_10680252284_73817,2017-06-13 18:18:14,2017-06-13 18:24:28,6.233333333333333
699790911_22045563867_999162,2017-04-05 13:29:03,2017-04-05 13:35:17,6.233333333333333
682647813_17696574674_251911,2017-04-08 14:54:59,2017-04-08 15:01:13,6.233333333333333
821439343_45978914937_10159,2017-04-20 07:58:31,2017-04-20 08:04:45,6.233333333333333
616591803_12581482691_972859,2017-05-31 10:00:51,2017-05-31 10:07:05,6.233333333333333
721609130_4515500595_254397,2017-04-07 18:26:58,2017-04-07 18:33:12,6.233333333333333
781746456_19520942994_814251,2017-04-23 10:45:42,2017-04-23 10:51:56,6.233333333333333
840010020_15133815982_704378,2017-05-12 14:03:05,2017-05-12 14:09:19,6.233333333333333
925922619_50107899863_789804,2017-03-30 08:58:07,2017-03-30 09:04:22,6.25
506782210_93662316290_688956,2017-04-12 20:11:33,2017-04-12 20:17:48,6.25
93957586_69100233894_238374,2017-04-05 21:15:01,2017-04-05 21:21:16,6.25
584450435_60072811821_994834,2017-04-25 19:07:33,2017-04-25 19:13:48,6.25
203876596_19643891351_136185,2017-03-29 11:53:28,2017-03-29 11:59:43,6.25
59362351_63420053966_315020,2017-04-02 20:25:47,2017-04-02 20:32:02,6.25
469837973_80465524093_21500,2017-03-31 15:03:02,2017-03-31 15:09:17,6.25
702065802_57911235390_499219,2017-03-28 18:35:35,2017-03-28 18:41:50,6.25
961440962_79317238659_668873,2017-04-03 10:34:13,2017-04-03 10:40:28,6.25
272533784_42322413890_794402,2017-04-13 18:14:36,2017-04-13 18:20:51,6.25
296840246_48321106673_716398,2017-04-05 17:49:49,2017-04-05 17:56:04,6.25
650610414_59031486670_698518,2017-03-22 16:17:40,2017-03-22 16:23:55,6.25
605599064_75838632093_626462,2017-04-02 08:34:51,2017-04-02 08:41:06,6.25
185378321_28812164479_243754,2017-04-10 23:20:03,2017-04-10 23:26:19,6.266666666666667
314408120_12299489887_626779,2017-05-04 07:11:43,2017-05-04 07:17:59,6.266666666666667
106991823_36926773912_894581,2017-04-08 15:33:03,2017-04-08 15:39:19,6.266666666666667
101943895_86775091670_183092,2017-04-21 12:24:15,2017-04-21 12:30:31,6.266666666666667
877001573_38639169699_94006,2017-06-16 08:30:48,2017-06-16 08:37:04,6.266666666666667
513337435_57241412070_514498,2017-04-20 19:37:36,2017-04-20 19:43:52,6.266666666666667
172018459_18827529765_193295,2017-04-17 12:48:06,2017-04-17 12:54:22,6.266666666666667
745730636_14512953474_86374,2017-04-19 21:39:23,2017-04-19 21:45:39,6.266666666666667
830635067_5977927240_558758,2017-06-19 09:29:19,2017-06-19 09:35:35,6.266666666666667
60115989_66377250019_579403,2017-05-11 17:25:52,2017-05-11 17:32:08,6.266666666666667
219065818_31195931507_901837,2017-03-29 11:33:01,2017-03-29 11:39:17,6.266666666666667
457952904_46347125072_97859,2017-06-07 23:25:46,2017-06-07 23:32:02,6.266666666666667
989023662_80401872629_464309,2017-03-30 13:36:45,2017-03-30 13:43:01,6.266666666666667
683728172_55876247982_334288,2017-04-03 22:23:29,2017-04-03 22:29:45,6.266666666666667
602332836_37010257796_578334,2017-04-14 07:11:04,2017-04-14 07:17:20,6.266666666666667
58038230_94777351433_596610,2017-04-07 22:02:12,2017-04-07 22:08:28,6.266666666666667
110644352_58623709359_189784,2017-04-08 14:36:12,2017-04-08 14:42:28,6.266666666666667
229143731_16913900030_552169,2017-04-11 16:28:58,2017-04-11 16:35:14,6.266666666666667
793413343_57031260637_266265,2017-06-18 08:57:03,2017-06-18 09:03:20,6.283333333333333
758809628_88748418230_262806,2017-04-14 07:26:13,2017-04-14 07:32:30,6.283333333333333
662439312_68568604848_700725,2017-04-19 14:32:51,2017-04-19 14:39:08,6.283333333333333
102117430_8358683171_251810,2017-04-05 11:53:56,2017-04-05 12:00:13,6.283333333333333
327600613_15539058990_771779,2017-04-05 15:10:47,2017-04-05 15:17:04,6.283333333333333
750275693_23157431624_40996,2017-05-14 22:04:44,2017-05-14 22:11:01,6.283333333333333
366706013_51303681569_950850,2017-04-20 09:02:00,2017-04-20 09:08:17,6.283333333333333
858906044_2883599886_704396,2017-04-13 12:21:24,2017-04-13 12:27:41,6.283333333333333
913969377_89634694953_684908,2017-05-20 09:31:15,2017-05-20 09:37:32,6.283333333333333
862671631_48079274023_868721,2017-04-02 12:54:48,2017-04-02 13:01:05,6.283333333333333
282905947_60413100450_472030,2017-04-12 18:40:11,2017-04-12 18:46:28,6.283333333333333
502710294_98040669720_380687,2017-03-29 12:10:27,2017-03-29 12:16:44,6.283333333333333
122353619_52576169120_937301,2017-04-14 15:23:28,2017-04-14 15:29:45,6.283333333333333
458412867_88647563825_805964,2017-03-29 11:07:59,2017-03-29 11:14:16,6.283333333333333
432624350_11906508774_338456,2017-04-17 12:11:24,2017-04-17 12:17:41,6.283333333333333
156473442_92433413461_86268,2017-05-11 08:11:12,2017-05-11 08:17:29,6.283333333333333
453741433_78581806143_172300,2017-04-05 17:01:52,2017-04-05 17:08:09,6.283333333333333
475637181_9188271066_446515,2017-03-30 15:58:08,2017-03-30 16:04:25,6.283333333333333
574162876_48738505052_528866,2017-04-05 11:12:52,2017-04-05 11:19:09,6.283333333333333
426898748_25309160683_53933,2017-03-29 12:35:44,2017-03-29 12:42:01,6.283333333333333
554251991_95893875817_550677,2017-04-05 11:32:49,2017-04-05 11:39:06,6.283333333333333
377453339_14096730400_360476,2017-05-10 17:10:08,2017-05-10 17:16:26,6.3
392994733_84928710491_755445,2017-04-17 14:48:32,2017-04-17 14:54:50,6.3
796544001_30657312947_920906,2017-04-11 09:51:28,2017-04-11 09:57:46,6.3
636110162_19040994858_893272,2017-05-14 15:51:30,2017-05-14 15:57:48,6.3
2252310_22496342500_436230,2017-04-20 14:11:21,2017-04-20 14:17:39,6.3
295359446_32282723607_213203,2017-04-06 08:19:59,2017-04-06 08:26:17,6.3
781396545_57969242019_730889,2017-05-09 00:29:23,2017-05-09 00:35:41,6.3
331509996_63744863206_577505,2017-04-13 11:23:36,2017-04-13 11:29:54,6.3
220991903_31638955710_781636,2017-04-24 22:36:11,2017-04-24 22:42:29,6.3
839535936_89795143532_652405,2017-04-05 19:25:53,2017-04-05 19:32:11,6.3
194254960_37909243846_920383,2017-04-10 17:39:54,2017-04-10 17:46:12,6.3
790146347_29119995578_91020,2017-04-04 21:44:59,2017-04-04 21:51:17,6.3
580871177_62833033156_645271,2017-04-22 15:40:53,2017-04-22 15:47:11,6.3
185870221_21577612468_177148,2017-04-14 17:11:23,2017-04-14 17:17:41,6.3
232458308_63865613736_518709,2017-04-17 16:24:05,2017-04-17 16:30:23,6.3
693047247_89206126247_350376,2017-05-08 02:02:25,2017-05-08 02:08:43,6.3
368606605_21951059786_941050,2017-04-06 01:35:07,2017-04-06 01:41:26,6.316666666666666
961791060_34600950679_920202,2017-04-19 11:15:32,2017-04-19 11:21:51,6.316666666666666
443219861_2974000743_832166,2017-04-09 15:07:49,2017-04-09 15:14:08,6.316666666666666
565013340_12327232787_218209,2017-05-22 15:31:14,2017-05-22 15:37:33,6.316666666666666
865006345_82874929940_665577,2017-03-29 11:06:45,2017-03-29 11:13:04,6.316666666666666
910675703_22333182041_272184,2017-04-28 11:30:24,2017-04-28 11:36:43,6.316666666666666
148434478_47156177984_570417,2017-03-29 19:49:41,2017-03-29 19:56:00,6.316666666666666
212015902_18479704406_711239,2017-03-31 09:32:45,2017-03-31 09:39:04,6.316666666666666
132290505_31021953808_448015,2017-04-12 13:00:27,2017-04-12 13:06:46,6.316666666666666
179641635_61632951045_744479,2017-04-01 17:31:44,2017-04-01 17:38:03,6.316666666666666
400988206_5779330747_584701,2017-03-29 20:57:53,2017-03-29 21:04:12,6.316666666666666
815269572_2808754491_113962,2017-04-05 12:39:40,2017-04-05 12:45:59,6.316666666666666
135552769_14966189617_951276,2017-04-14 15:33:32,2017-04-14 15:39:51,6.316666666666666
343933193_26895401551_943987,2017-04-05 17:10:48,2017-04-05 17:17:07,6.316666666666666
70951991_49926641426_277559,2017-03-29 06:29:58,2017-03-29 06:36:17,6.316666666666666
913262390_96365910971_138728,2017-03-30 07:52:37,2017-03-30 07:58:57,6.333333333333333
528128405_79442158377_142561,2017-04-19 11:53:29,2017-04-19 11:59:49,6.333333333333333
570806102_27092632643_859322,2017-04-05 16:05:36,2017-04-05 16:11:56,6.333333333333333
281954521_41868374498_215962,2017-03-29 12:07:10,2017-03-29 12:13:30,6.333333333333333
21928334_42437644472_474123,2017-03-30 23:42:45,2017-03-30 23:49:05,6.333333333333333
736978847_80476132416_275236,2017-03-29 16:42:35,2017-03-29 16:48:55,6.333333333333333
337097426_71148936759_862396,2017-05-11 08:59:44,2017-05-11 09:06:04,6.333333333333333
545197972_81717643161_223820,2017-03-29 14:01:31,2017-03-29 14:07:51,6.333333333333333
595155251_71958558005_497049,2017-04-18 15:33:20,2017-04-18 15:39:40,6.333333333333333
570898168_57246946576_310271,2017-04-20 21:25:45,2017-04-20 21:32:05,6.333333333333333
505059938_47415191758_877106,2017-05-15 00:36:56,2017-05-15 00:43:16,6.333333333333333
774844492_72769393162_686273,2017-04-19 21:41:41,2017-04-19 21:48:01,6.333333333333333
747622987_86727151427_140396,2017-03-29 16:51:50,2017-03-29 16:58:10,6.333333333333333
662528725_35718998811_420903,2017-04-04 20:19:10,2017-04-04 20:25:30,6.333333333333333
305544410_47281127623_375856,2017-04-22 22:17:27,2017-04-22 22:23:47,6.333333333333333
433977455_29654043490_494394,2017-04-19 12:32:56,2017-04-19 12:39:16,6.333333333333333
639787283_81036606315_896333,2017-04-22 13:55:41,2017-04-22 14:02:01,6.333333333333333
281759247_84245215511_890147,2017-05-17 13:20:05,2017-05-17 13:26:25,6.333333333333333
896200473_23724787319_561097,2017-04-05 11:00:30,2017-04-05 11:06:50,6.333333333333333
449706688_96532749524_984714,2017-03-29 23:06:29,2017-03-29 23:12:50,6.35
977527965_68134621315_383878,2017-04-22 09:18:41,2017-04-22 09:25:02,6.35
273630098_46846680300_873657,2017-06-12 13:24:56,2017-06-12 13:31:17,6.35
399236233_74144965113_925702,2017-03-29 16:05:56,2017-03-29 16:12:17,6.35
36781472_92918777980_887454,2017-06-03 13:54:50,2017-06-03 14:01:11,6.35
202824239_86716113813_810858,2017-05-03 10:42:18,2017-05-03 10:48:39,6.35
779691653_79782548858_705478,2017-03-29 19:41:00,2017-03-29 19:47:21,6.35
14986158_31640529224_849049,2017-04-09 09:01:32,2017-04-09 09:07:53,6.35
940138075_52964677116_916684,2017-04-08 10:23:19,2017-04-08 10:29:40,6.35
800367936_45726912312_344156,2017-03-31 14:14:44,2017-03-31 14:21:05,6.35
744284400_20108588567_272960,2017-04-06 10:00:18,2017-04-06 10:06:39,6.35
673885726_52463262026_275072,2017-03-30 11:29:28,2017-03-30 11:35:49,6.35
743107464_21727185877_401766,2017-03-30 11:15:25,2017-03-30 11:21:46,6.35
858803469_23317945783_616804,2017-04-20 16:11:41,2017-04-20 16:18:02,6.35
779045902_34230218965_905575,2017-04-05 21:33:12,2017-04-05 21:39:33,6.35
844541536_96626288795_575424,2017-04-03 17:30:31,2017-04-03 17:36:52,6.35
550945464_25990600160_570456,2017-05-12 21:50:18,2017-05-12 21:56:40,6.366666666666666
894797151_24985923680_403710,2017-04-06 12:42:08,2017-04-06 12:48:30,6.366666666666666
85211864_40119947857_691967,2017-04-22 17:28:48,2017-04-22 17:35:10,6.366666666666666
17547028_75711013880_78178,2017-06-18 00:15:20,2017-06-18 00:21:42,6.366666666666666
577006136_175901104_814428,2017-04-19 16:50:34,2017-04-19 16:56:56,6.366666666666666
369851385_87900869432_263965,2017-03-29 11:12:20,2017-03-29 11:18:42,6.366666666666666
72614975_68402132465_889374,2017-03-30 14:09:27,2017-03-30 14:15:49,6.366666666666666
740718438_16645592277_690912,2017-04-15 14:38:11,2017-04-15 14:44:33,6.366666666666666
809016671_63847596932_559447,2017-05-28 16:50:15,2017-05-28 16:56:37,6.366666666666666
310507958_37186275899_737118,2017-04-05 22:47:20,2017-04-05 22:53:43,6.383333333333334
842508642_70379316140_443909,2017-04-02 18:42:07,2017-04-02 18:48:30,6.383333333333334
318902746_85837372795_68430,2017-04-05 15:32:05,2017-04-05 15:38:28,6.383333333333334
51417209_69007114936_32766,2017-05-19 11:13:15,2017-05-19 11:19:38,6.383333333333334
515102222_82882261479_548236,2017-05-01 11:30:12,2017-05-01 11:36:35,6.383333333333334
262175396_685982920_66600,2017-04-22 06:54:24,2017-04-22 07:00:47,6.383333333333334
392135596_79722824417_604309,2017-05-20 23:37:23,2017-05-20 23:43:46,6.383333333333334
456011439_74754677719_517735,2017-03-29 12:23:11,2017-03-29 12:29:34,6.383333333333334
299436721_60274078030_889006,2017-04-08 16:23:40,2017-04-08 16:30:03,6.383333333333334
13404051_15929970928_11352,2017-03-30 16:57:07,2017-03-30 17:03:30,6.383333333333334
881060108_85190748308_224206,2017-05-10 16:06:00,2017-05-10 16:12:23,6.383333333333334
596498887_21708087904_369179,2017-04-25 10:18:44,2017-04-25 10:25:07,6.383333333333334
527621111_15751999388_96717,2017-04-03 14:18:11,2017-04-03 14:24:34,6.383333333333334
891394302_87396000259_763056,2017-04-23 17:47:41,2017-04-23 17:54:05,6.4
752316915_17711453130_524171,2017-04-09 07:42:16,2017-04-09 07:48:40,6.4
296085614_67861074660_553275,2017-05-11 12:03:58,2017-05-11 12:10:22,6.4
66790895_45707537054_602515,2017-04-10 14:19:48,2017-04-10 14:26:12,6.4
962799281_85805343885_761237,2017-03-29 20:07:42,2017-03-29 20:14:06,6.4
867380585_23124976494_404243,2017-03-29 22:56:06,2017-03-29 23:02:30,6.4
271600767_74479029313_147802,2017-04-12 19:20:49,2017-04-12 19:27:13,6.4
363452881_58892616419_563408,2017-05-16 10:16:53,2017-05-16 10:23:17,6.4
599215760_13361937489_72003,2017-04-23 01:29:34,2017-04-23 01:35:58,6.4
456429079_55896688768_382674,2017-03-29 12:06:39,2017-03-29 12:13:03,6.4
64524171_30897881403_51439,2017-04-08 16:48:29,2017-04-08 16:54:53,6.4
425638318_696288286_471795,2017-04-05 12:41:36,2017-04-05 12:48:01,6.416666666666667
636020137_92709025668_508667,2017-05-07 19:03:47,2017-05-07 19:10:12,6.416666666666667
721711015_82523072446_864949,2017-03-29 22:53:35,2017-03-29 23:00:00,6.416666666666667
21965620_43304133410_402456,2017-03-30 13:07:07,2017-03-30 13:13:32,6.416666666666667
358527491_65102152583_657145,2017-03-25 07:24:04,2017-03-25 07:30:29,6.416666666666667
229673827_85056251219_48774,2017-04-15 19:55:12,2017-04-15 20:01:37,6.416666666666667
977057960_37441294295_900989,2017-04-06 13:36:56,2017-04-06 13:43:21,6.416666666666667
792256864_23382151577_589212,2017-04-24 10:10:30,2017-04-24 10:16:55,6.416666666666667
244709328_42647804_130975,2017-04-12 21:36:04,2017-04-12 21:42:29,6.416666666666667
128341898_36139070291_42472,2017-04-14 17:59:59,2017-04-14 18:06:24,6.416666666666667
171828827_59715694309_328934,2017-03-30 09:23:03,2017-03-30 09:29:28,6.416666666666667
217279546_68989384525_924109,2017-04-22 18:15:52,2017-04-22 18:22:17,6.416666666666667
257461383_60304335932_78668,2017-03-30 16:03:11,2017-03-30 16:09:36,6.416666666666667
767508150_54494716518_993518,2017-03-15 17:23:48,2017-03-15 17:30:13,6.416666666666667
669163470_38806428243_286230,2017-03-21 20:28:24,2017-03-21 20:34:49,6.416666666666667
809462108_63201157309_284457,2017-04-08 12:29:36,2017-04-08 12:36:01,6.416666666666667
902994687_19394835285_564653,2017-04-06 12:23:08,2017-04-06 12:29:33,6.416666666666667
424478373_32789284220_884910,2017-04-12 11:23:48,2017-04-12 11:30:14,6.433333333333334
13864058_15347955989_228409,2017-04-14 08:20:47,2017-04-14 08:27:13,6.433333333333334
587138000_77123433011_391321,2017-06-20 17:06:23,2017-06-20 17:12:49,6.433333333333334
213470633_16103055606_290650,2017-04-23 17:54:36,2017-04-23 18:01:02,6.433333333333334
410195435_43648461425_170966,2017-06-20 13:53:51,2017-06-20 14:00:17,6.433333333333334
283550019_37264610477_395879,2017-04-06 20:02:21,2017-04-06 20:08:47,6.433333333333334
956938604_96725965946_563929,2017-06-14 13:10:26,2017-06-14 13:16:52,6.433333333333334
702985523_10551183685_803955,2017-05-02 20:29:10,2017-05-02 20:35:36,6.433333333333334
643934455_72159408467_115428,2017-04-04 21:21:31,2017-04-04 21:27:57,6.433333333333334
960703358_97307028829_119943,2017-04-05 17:13:43,2017-04-05 17:20:09,6.433333333333334
451316158_97286608871_590343,2017-04-05 12:17:33,2017-04-05 12:23:59,6.433333333333334
567033625_80264484954_209765,2017-04-07 18:11:47,2017-04-07 18:18:13,6.433333333333334
121474325_99680898730_343692,2017-04-12 21:30:12,2017-04-12 21:36:38,6.433333333333334
380986078_75984649849_37715,2017-04-05 19:46:00,2017-04-05 19:52:26,6.433333333333334
85561017_41284999077_595170,2017-04-19 20:55:36,2017-04-19 21:02:03,6.45
825903050_49811968972_677663,2017-04-27 12:01:26,2017-04-27 12:07:53,6.45
487674797_73406160070_236418,2017-04-18 12:59:46,2017-04-18 13:06:13,6.45
542372159_84283616423_756234,2017-04-02 19:48:44,2017-04-02 19:55:11,6.45
